FMTNAME,TYPE,CODE,LABEL
MALMULTI,N,1746,SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1747,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1748,CNS; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1749,SK MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1750,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1751,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK;
MALMULTI,N,1752,GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1753,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1754,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1755,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU;
MALMULTI,N,1756,CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1757,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; OT
MALMULTI,N,1758,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK
MALMULTI,N,1759,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,1760,THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1761,SK MEL; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1762,SK NON-MEL; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1763,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1764,CNS; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1765,SK MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1766,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1767,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; O
MALMULTI,N,1768,GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1769,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1770,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1771,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UN
MALMULTI,N,1772,CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1773,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1774,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK;
MALMULTI,N,1775,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; L
MALMULTI,N,1776,BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1777,SK MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1778,SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1779,SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK
MALMULTI,N,1780,CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1781,SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1782,SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; O
MALMULTI,N,1783,SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU
MALMULTI,N,1784,GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1785,SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; O
MALMULTI,N,1786,SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UN
MALMULTI,N,1787,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR
MALMULTI,N,1788,CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; OTH
MALMULTI,N,1789,SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; U
MALMULTI,N,1790,SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; L
MALMULTI,N,1791,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/TH
MALMULTI,N,1792,LEUK; UNK; OTH
MALMULTI,N,1793,SK MEL; LEUK; UNK; OTH
MALMULTI,N,1794,SK NON-MEL; LEUK; UNK; OTH
MALMULTI,N,1795,SK MEL; SK NON-MEL; LEUK; UNK; OTH
MALMULTI,N,1796,CNS; LEUK; UNK; OTH
MALMULTI,N,1797,SK MEL; CNS; LEUK; UNK; OTH
MALMULTI,N,1798,SK NON-MEL; CNS; LEUK; UNK; OTH
MALMULTI,N,1799,SK MEL; SK NON-MEL; CNS; LEUK; UNK; OTH
MALMULTI,N,1800,GENURIN; LEUK; UNK; OTH
MALMULTI,N,1801,SK MEL; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1802,SK NON-MEL; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1803,SK MEL; SK NON-MEL; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1804,CNS; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1805,SK MEL; CNS; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1806,SK NON-MEL; CNS; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1807,SK MEL; SK NON-MEL; CNS; GENURIN; LEUK; UNK; OTH
MALMULTI,N,1808,BREAST; LEUK; UNK; OTH
MALMULTI,N,1809,SK MEL; BREAST; LEUK; UNK; OTH
MALMULTI,N,1810,SK NON-MEL; BREAST; LEUK; UNK; OTH
MALMULTI,N,1811,SK MEL; SK NON-MEL; BREAST; LEUK; UNK; OTH
MALMULTI,N,1812,CNS; BREAST; LEUK; UNK; OTH
MALMULTI,N,1813,SK MEL; CNS; BREAST; LEUK; UNK; OTH
MALMULTI,N,1814,SK NON-MEL; CNS; BREAST; LEUK; UNK; OTH
MALMULTI,N,1815,SK MEL; SK NON-MEL; CNS; BREAST; LEUK; UNK; OTH
MALMULTI,N,1816,GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1817,SK MEL; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1818,SK NON-MEL; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1819,SK MEL; SK NON-MEL; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1820,CNS; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1821,SK MEL; CNS; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1822,SK NON-MEL; CNS; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1823,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; LEUK; UNK; OTH
MALMULTI,N,1824,THYR; LEUK; UNK; OTH
MALMULTI,N,1825,SK MEL; THYR; LEUK; UNK; OTH
MALMULTI,N,1826,SK NON-MEL; THYR; LEUK; UNK; OTH
MALMULTI,N,1827,SK MEL; SK NON-MEL; THYR; LEUK; UNK; OTH
MALMULTI,N,1828,CNS; THYR; LEUK; UNK; OTH
MALMULTI,N,1829,SK MEL; CNS; THYR; LEUK; UNK; OTH
MALMULTI,N,1830,SK NON-MEL; CNS; THYR; LEUK; UNK; OTH
MALMULTI,N,1831,SK MEL; SK NON-MEL; CNS; THYR; LEUK; UNK; OTH
MALMULTI,N,1832,GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1833,SK MEL; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1834,SK NON-MEL; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1835,SK MEL; SK NON-MEL; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1836,CNS; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1837,SK MEL; CNS; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1838,SK NON-MEL; CNS; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1839,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; LEUK; UNK; OTH
MALMULTI,N,1840,BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1841,SK MEL; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1842,SK NON-MEL; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1843,SK MEL; SK NON-MEL; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1844,CNS; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1845,SK MEL; CNS; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1846,SK NON-MEL; CNS; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1847,SK MEL; SK NON-MEL; CNS; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1848,GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1849,SK MEL; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1850,SK NON-MEL; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1851,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1852,CNS; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1853,SK MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1854,SK NON-MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK; OTH
MALMULTI,N,1855,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK
MALMULTI,N,1856,TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1857,SK MEL; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1858,SK NON-MEL; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1859,SK MEL; SK NON-MEL; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1860,CNS; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1861,SK MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1862,SK NON-MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1863,SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1864,GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1865,SK MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1866,SK NON-MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1867,SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; O
MALMULTI,N,1868,CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1869,SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1870,SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1871,SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; U
MALMULTI,N,1872,BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1873,SK MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1874,SK NON-MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1875,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; OT
MALMULTI,N,1876,CNS; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1877,SK MEL; CNS; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1878,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1879,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LEUK; UN
MALMULTI,N,1880,GENURIN; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1881,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1882,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LEUK; UNK; O
MALMULTI,N,1883,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LEUK
MALMULTI,N,1884,CNS; GENURIN; BREAST; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1885,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LEUK; UNK;
MALMULTI,N,1886,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LEUK; U
MALMULTI,N,1887,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,1888,THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1889,SK MEL; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1890,SK NON-MEL; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1891,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1892,CNS; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1893,SK MEL; CNS; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1894,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1895,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LEUK; UNK;
MALMULTI,N,1896,GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1897,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1898,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1899,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LEUK;
MALMULTI,N,1900,CNS; GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1901,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK; OT
MALMULTI,N,1902,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LEUK; UNK
MALMULTI,N,1903,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; L
MALMULTI,N,1904,BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1905,SK MEL; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1906,SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1907,SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LEUK; U
MALMULTI,N,1908,CNS; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1909,SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1910,SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK;
MALMULTI,N,1911,SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LE
MALMULTI,N,1912,GENURIN; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OTH
MALMULTI,N,1913,SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK;
MALMULTI,N,1914,SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LEUK;
MALMULTI,N,1915,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR
MALMULTI,N,1916,CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LEUK; UNK; OT
MALMULTI,N,1917,SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LEUK;
MALMULTI,N,1918,SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; L
MALMULTI,N,1919,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/TH
MALMULTI,N,1920,LU; LEUK; UNK; OTH
MALMULTI,N,1921,SK MEL; LU; LEUK; UNK; OTH
MALMULTI,N,1922,SK NON-MEL; LU; LEUK; UNK; OTH
MALMULTI,N,1923,SK MEL; SK NON-MEL; LU; LEUK; UNK; OTH
MALMULTI,N,1924,CNS; LU; LEUK; UNK; OTH
MALMULTI,N,1925,SK MEL; CNS; LU; LEUK; UNK; OTH
MALMULTI,N,1926,SK NON-MEL; CNS; LU; LEUK; UNK; OTH
MALMULTI,N,1927,SK MEL; SK NON-MEL; CNS; LU; LEUK; UNK; OTH
MALMULTI,N,1928,GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1929,SK MEL; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1930,SK NON-MEL; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1931,SK MEL; SK NON-MEL; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1932,CNS; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1933,SK MEL; CNS; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1934,SK NON-MEL; CNS; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1935,SK MEL; SK NON-MEL; CNS; GENURIN; LU; LEUK; UNK; OTH
MALMULTI,N,1936,BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1937,SK MEL; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1938,SK NON-MEL; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1939,SK MEL; SK NON-MEL; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1940,CNS; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1941,SK MEL; CNS; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1942,SK NON-MEL; CNS; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1943,SK MEL; SK NON-MEL; CNS; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1944,GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1945,SK MEL; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1946,SK NON-MEL; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1947,SK MEL; SK NON-MEL; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1948,CNS; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1949,SK MEL; CNS; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1950,SK NON-MEL; CNS; GENURIN; BREAST; LU; LEUK; UNK; OTH
MALMULTI,N,1951,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; LU; LEUK; UNK;
MALMULTI,N,1952,THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1953,SK MEL; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1954,SK NON-MEL; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1955,SK MEL; SK NON-MEL; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1956,CNS; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1957,SK MEL; CNS; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1958,SK NON-MEL; CNS; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1959,SK MEL; SK NON-MEL; CNS; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1960,GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1961,SK MEL; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1962,SK NON-MEL; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1963,SK MEL; SK NON-MEL; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1964,CNS; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1965,SK MEL; CNS; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1966,SK NON-MEL; CNS; GENURIN; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1967,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; LU; LEUK; UNK; OT
MALMULTI,N,1968,BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1969,SK MEL; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1970,SK NON-MEL; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1971,SK MEL; SK NON-MEL; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1972,CNS; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1973,SK MEL; CNS; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1974,SK NON-MEL; CNS; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1975,SK MEL; SK NON-MEL; CNS; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1976,GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1977,SK MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1978,SK NON-MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1979,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK;
MALMULTI,N,1980,CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1981,SK MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,1982,SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OT
MALMULTI,N,1983,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK;
MALMULTI,N,1984,TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1985,SK MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1986,SK NON-MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1987,SK MEL; SK NON-MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1988,CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1989,SK MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1990,SK NON-MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1991,SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,1992,GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1993,SK MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1994,SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1995,SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UN
MALMULTI,N,1996,CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1997,SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,1998,SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,1999,SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEU
MALMULTI,N,2000,BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2001,SK MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2002,SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2003,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK
MALMULTI,N,2004,CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2005,SK MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2006,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,2007,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK
MALMULTI,N,2008,GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2009,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,2010,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UN
MALMULTI,N,2011,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU;
MALMULTI,N,2012,CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2013,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; U
MALMULTI,N,2014,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEU
MALMULTI,N,2015,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,2016,THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2017,SK MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2018,SK NON-MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2019,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,2020,CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2021,SK MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2022,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2023,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,2024,GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2025,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2026,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,2027,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LE
MALMULTI,N,2028,CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,2029,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK
MALMULTI,N,2030,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,2031,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; L
MALMULTI,N,2032,BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
